question,answer
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Banana
variety: Other
arrival_date: 04/03/2019
min_price: 2800
max_price: 3500
modal_price: 3500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 1300
max_price: 1500
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Cauliflower
variety: Cauliflower
arrival_date: 04/03/2019
min_price: 2300
max_price: 2500
modal_price: 2500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Dry Chillies
variety: Other
arrival_date: 04/03/2019
min_price: 13000
max_price: 15000
modal_price: 15000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Ginger(Green)
variety: Green Ginger
arrival_date: 04/03/2019
min_price: 5300
max_price: 5500
modal_price: 5500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Masur Dal
variety: Masur Dal
arrival_date: 04/03/2019
min_price: 0
max_price: 8200
modal_price: 8200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1300
max_price: 2500
modal_price: 2500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 0
max_price: 2500
modal_price: 2500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 800
max_price: 1000
modal_price: 1000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal East
market: Lamlong Bazaar
commodity: Rice
variety: Other
arrival_date: 04/03/2019
min_price: 3900
max_price: 4100
modal_price: 4100
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Banana
variety: Other
arrival_date: 04/03/2019
min_price: 3300
max_price: 3500
modal_price: 3500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Bengal Gram Dal (Chana Dal)
variety: Bengal Gram Dal
arrival_date: 04/03/2019
min_price: 0
max_price: 8000
modal_price: 8000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Cabbage
variety: Other
arrival_date: 04/03/2019
min_price: 1300
max_price: 1500
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Cauliflower
variety: Other
arrival_date: 04/03/2019
min_price: 1800
max_price: 2000
modal_price: 2000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Dry Chillies
variety: Other
arrival_date: 04/03/2019
min_price: 14800
max_price: 15000
modal_price: 15000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Ginger(Green)
variety: Green Ginger
arrival_date: 04/03/2019
min_price: 2800
max_price: 3000
modal_price: 3000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Masur Dal
variety: Masur Dal
arrival_date: 04/03/2019
min_price: 0
max_price: 7000
modal_price: 7000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 2300
max_price: 2700
modal_price: 2500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 1050
max_price: 2250
modal_price: 2250
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 1500
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Imphal West
market: Imphal
commodity: Rice
variety: Other
arrival_date: 04/03/2019
min_price: 3800
max_price: 3800
modal_price: 3800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Banana
variety: Other
arrival_date: 04/03/2019
min_price: 3000
max_price: 4000
modal_price: 3500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Bengal Gram Dal (Chana Dal)
variety: Bengal Gram Dal
arrival_date: 04/03/2019
min_price: 0
max_price: 11000
modal_price: 11000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 700
max_price: 1300
modal_price: 1000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Cauliflower
variety: Cauliflower
arrival_date: 04/03/2019
min_price: 1700
max_price: 2300
modal_price: 2000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Dry Chillies
variety: Other
arrival_date: 04/03/2019
min_price: 13500
max_price: 14500
modal_price: 14000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Ginger(Green)
variety: Green Ginger
arrival_date: 04/03/2019
min_price: 5000
max_price: 5500
modal_price: 5500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Masur Dal
variety: Masur Dal
arrival_date: 04/03/2019
min_price: 0
max_price: 7500
modal_price: 7500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 0
max_price: 2000
modal_price: 2000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 2375
max_price: 2375
modal_price: 2375
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 800
max_price: 1200
modal_price: 1000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Rice
variety: Other
arrival_date: 04/03/2019
min_price: 3900
max_price: 3900
modal_price: 3900
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Manipur
district: Thoubal
market: Thoubal
commodity: Turmeric (raw)
variety: Turmeric (raw)
arrival_date: 04/03/2019
min_price: 0
max_price: 2500
modal_price: 2500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Meghalaya
district: East Khasi Hills
market: Shillong
commodity: Arecanut(Betelnut/Supari)
variety: New Variety
arrival_date: 04/03/2019
min_price: 9500
max_price: 17000
modal_price: 13500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Meghalaya
district: East Khasi Hills
market: Shillong
commodity: Banana
variety: Champa
arrival_date: 04/03/2019
min_price: 3500
max_price: 4500
modal_price: 4000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Meghalaya
district: East Khasi Hills
market: Shillong
commodity: Betal Leaves
variety: Local
arrival_date: 04/03/2019
min_price: 21000
max_price: 30000
modal_price: 26500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Meghalaya
district: East Khasi Hills
market: Shillong
commodity: Ginger(Dry)
variety: Dry
arrival_date: 04/03/2019
min_price: 6000
max_price: 7000
modal_price: 6500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Meghalaya
district: East Khasi Hills
market: Shillong
commodity: Orange
variety: Orange
arrival_date: 04/03/2019
min_price: 3500
max_price: 4500
modal_price: 4000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Meghalaya
district: East Khasi Hills
market: Shillong
commodity: Pumpkin
variety: Pumpkin
arrival_date: 04/03/2019
min_price: 1700
max_price: 2000
modal_price: 1850
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Nagaland
district: Mokokchung
market: Mangkolemba
commodity: Arecanut(Betelnut/Supari)
variety: api
arrival_date: 04/03/2019
min_price: 1400
max_price: 1700
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Nagaland
district: Mokokchung
market: Mangkolemba
commodity: Banana - Green
variety: Banana - Green
arrival_date: 04/03/2019
min_price: 4100
max_price: 4400
modal_price: 4200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Nagaland
district: Mokokchung
market: Mangkolemba
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 2100
max_price: 2400
modal_price: 2300
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Nagaland
district: Mokokchung
market: Mangkolemba
commodity: Ginger(Green)
variety: Green Ginger
arrival_date: 04/03/2019
min_price: 1600
max_price: 1900
modal_price: 1700
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Nagaland
district: Mokokchung
market: Mangkolemba
commodity: Leafy Vegetable
variety: Leafy Vegetables
arrival_date: 04/03/2019
min_price: 1600
max_price: 1900
modal_price: 1700
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Nagaland
district: Mokokchung
market: Mangkolemba
commodity: Turmeric (raw)
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 1800
modal_price: 1700
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Angul
market: Angul
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 400
max_price: 600
modal_price: 500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Angul
market: Angul(Jarapada)
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 400
max_price: 600
modal_price: 500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Angul
market: Pallahara
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 700
max_price: 900
modal_price: 800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Jaleswar
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 1100
max_price: 1300
modal_price: 1200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Jaleswar
commodity: Cabbage
variety: Other
arrival_date: 04/03/2019
min_price: 600
max_price: 800
modal_price: 700
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Jaleswar
commodity: Garlic
variety: Other
arrival_date: 04/03/2019
min_price: 5000
max_price: 5200
modal_price: 5100
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Jaleswar
commodity: Ginger(Dry)
variety: Other
arrival_date: 04/03/2019
min_price: 7400
max_price: 7600
modal_price: 7500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Jaleswar
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1150
modal_price: 1100
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Jaleswar
commodity: Tomato
variety: Other
arrival_date: 04/03/2019
min_price: 600
max_price: 800
modal_price: 700
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Nilagiri
commodity: Cabbage
variety: Other
arrival_date: 04/03/2019
min_price: 500
max_price: 600
modal_price: 550
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Nilagiri
commodity: Carrot
variety: Other
arrival_date: 04/03/2019
min_price: 1400
max_price: 1500
modal_price: 1450
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Nilagiri
commodity: Garlic
variety: Other
arrival_date: 04/03/2019
min_price: 2800
max_price: 3000
modal_price: 2900
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Balasore
market: Nilagiri
commodity: Tomato
variety: Other
arrival_date: 04/03/2019
min_price: 550
max_price: 650
modal_price: 600
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Bargarh
market: Godabhaga
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 1750
max_price: 1770
modal_price: 1750
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Banana - Green
variety: Other
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 2800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Beans
variety: Other
arrival_date: 04/03/2019
min_price: 2400
max_price: 2600
modal_price: 2500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Bhindi(Ladies Finger)
variety: Bhindi
arrival_date: 04/03/2019
min_price: 3500
max_price: 4000
modal_price: 3800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Bitter gourd
variety: Bitter Gourd
arrival_date: 04/03/2019
min_price: 4000
max_price: 4500
modal_price: 4200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Brinjal
variety: Brinjal
arrival_date: 04/03/2019
min_price: 800
max_price: 1200
modal_price: 1000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Cucumbar(Kheera)
variety: Cucumbar
arrival_date: 04/03/2019
min_price: 2200
max_price: 2500
modal_price: 2400
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1200
max_price: 1400
modal_price: 1300
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Potato
variety: Potato
arrival_date: 04/03/2019
min_price: 800
max_price: 1000
modal_price: 900
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Pumpkin
variety: Pumpkin
arrival_date: 04/03/2019
min_price: 1200
max_price: 1400
modal_price: 1300
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Dhenkanal
market: Hindol
commodity: Tomato
variety: Tomato
arrival_date: 04/03/2019
min_price: 700
max_price: 1000
modal_price: 800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Kasinagar
commodity: Banana
variety: Banana - Ripe
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 3000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Kasinagar
commodity: Bhindi(Ladies Finger)
variety: Other
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 3000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Kasinagar
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 800
max_price: 1000
modal_price: 1000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Kasinagar
commodity: Tomato
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1200
modal_price: 1200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Kasinagar
commodity: Water Melon
variety: Other
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 3000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Parlakhemundi
commodity: Banana
variety: Other
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 3000
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Gajapati
market: Parlakhemundi
commodity: Coconut
variety: Other
arrival_date: 04/03/2019
min_price: 1400
max_price: 1500
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Ganjam
market: Bhanjanagar
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 1400
max_price: 1600
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Ganjam
market: Bhanjanagar
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1300
max_price: 1500
modal_price: 1400
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Ganjam
market: Bhanjanagar
commodity: Paddy(Dhan)(Common)
variety: Common
arrival_date: 04/03/2019
min_price: 1750
max_price: 1750
modal_price: 1750
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Ganjam
market: Digapahandi
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 3000
max_price: 3500
modal_price: 3200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Ganjam
market: Digapahandi
commodity: Maize
variety: Other
arrival_date: 04/03/2019
min_price: 1300
max_price: 1420
modal_price: 1350
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Jharsuguda
market: Jharsuguda
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1400
modal_price: 1300
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Jharsuguda
market: Jharsuguda
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 800
max_price: 1000
modal_price: 900
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Beans
variety: Other
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 2800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Bitter gourd
variety: Bitter Gourd
arrival_date: 04/03/2019
min_price: 2500
max_price: 3000
modal_price: 2800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 600
max_price: 1000
modal_price: 700
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 500
max_price: 700
modal_price: 600
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Cauliflower
variety: Cauliflower
arrival_date: 04/03/2019
min_price: 1400
max_price: 1600
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Cucumbar(Kheera)
variety: Cucumbar
arrival_date: 04/03/2019
min_price: 3000
max_price: 4000
modal_price: 3500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Leafy Vegetable
variety: Other
arrival_date: 04/03/2019
min_price: 1400
max_price: 1600
modal_price: 1500
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1300
max_price: 1500
modal_price: 1400
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Potato
variety: Potato
arrival_date: 04/03/2019
min_price: 500
max_price: 700
modal_price: 600
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Rice
variety: Sanna Bhatta
arrival_date: 04/03/2019
min_price: 2000
max_price: 2500
modal_price: 2200
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: state: Odisha
district: Mayurbhanja
market: Betnoti
commodity: Tomato
variety: Tomato
arrival_date: 04/03/2019
min_price: 700
max_price: 1000
modal_price: 800
source_file: csv.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: question: What is the price of Amaranthus in Port Blair market of South Andaman, Andaman and Nicobar?
answer: Commodity: Amaranthus
Variety: Amaranthus
State: Andaman and Nicobar
District: South Andaman
Market: Port Blair
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹8000
Modal Price: ₹7000
source_file: market_chatbot_data.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: question: What is the price of Banana - Green in Port Blair market of South Andaman, Andaman and Nicobar?
answer: Commodity: Banana - Green
Variety: Banana - Green
State: Andaman and Nicobar
District: South Andaman
Market: Port Blair
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹5500
Modal Price: ₹5000
source_file: market_chatbot_data.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: question: What is the price of Bhindi(Ladies Finger) in Port Blair market of South Andaman, Andaman and Nicobar?
answer: Commodity: Bhindi(Ladies Finger)
Variety: Bhindi
State: Andaman and Nicobar
District: South Andaman
Market: Port Blair
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹8000
Modal Price: ₹7000
source_file: market_chatbot_data.csv

source_file: agriculture_chatbot_dataset.csv
"
Give smart farming advice,"question: Give agriculture information
answer: question: What is the price of Bitter gourd in Port Blair market of South Andaman, Andaman and Nicobar?
answer: Commodity: Bitter gourd
Variety: Other
State: Andaman and Nicobar
District: South Andaman
Market: Port Blair
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹8000
Modal Price: ₹7000
source_file: market_chatbot_data.csv

source_file: agriculture_chatbot_dataset.csv
"
